,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LUZP2,22.30611174898517,-2.303328851775574,0.6086551544281386,-3.7842920330472927,0.00015414674056845812,0.0123338643391984
CCL2,12.623089952591814,2.5950794848347045,0.6870414953998254,3.7771801298908327,0.00015861401807893,0.012348270045761806
FAM19A1,36.92300216134824,-2.261770615549517,0.5983867437305058,-3.77978061721258,0.0001569665995091311,0.012348270045761806
ITPKB,168.56607240543502,1.0866646372166866,0.28802876160040736,3.772764328043931,0.0001614487757713685,0.012436654116788154
RP11-217L21.1,15.14432491319795,-2.5394182582301497,0.6750045291115203,-3.762075880546576,0.00016850890313523865,0.012845293261913297
TUBB2A,26.035236886793196,-1.912525409267993,0.5100914611154836,-3.749377425541733,0.00017727411740058166,0.01337414423853048
MT-ND1,92.86428881325493,2.1399666393422137,0.5721083868311166,3.740491642143887,0.00018366065370558932,0.013714578202219415
ATL2,24.247429056085092,-1.9686395821438254,0.5274368522380465,-3.7324649837992836,0.00018961506252616753,0.014005355946666445
SH3RF1,47.96911078699941,-1.5606904589929533,0.41840128082437805,-3.730128301514559,0.00019138228951443625,0.014005355946666445
MATN2,30.933528050460357,1.7452773640532857,0.47114172460010434,3.7043574638494223,0.00021192723184161152,0.01535528200610805
ADAMTS9-AS2,46.29255690504994,1.7095367952940266,0.4618232398476896,3.7017123604646573,0.0002141493125287629,0.015364163422406735
PLEKHA5,131.81972927737158,1.6266243079876477,0.44084307180692744,3.68980349701412,0.00022442733981998714,0.01594523565827831
FSTL5,43.23670877963045,-1.6032877124680986,0.4373095108105452,-3.666253929617113,0.00024612953104224814,0.017318999116992036
SLC8A1,53.67393246846226,-1.8580923893434822,0.508149595819836,-3.6565853926257317,0.00025559729048890315,0.01748094366166162
APOE,666.8469719871487,-1.2933739534868016,0.3533992377385361,-3.6598096865271383,0.00025240263692353327,0.01748094366166162
MAOB,91.92483753492269,1.9075710222367077,0.5214631253590468,3.658112969969399,0.0002540790582495453,0.01748094366166162
