,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MT-ATP6,343.19526114753353,1.50858982259744,0.5097344989239637,2.959559978345656,0.003080787253613297,0.19852283099680804
TSPYL2,60.766976217957165,1.529457628080011,0.5191169754122568,2.9462677980534004,0.003216338050452037,0.2013842630944324
MT-CYB,396.9557404213219,1.4888301131821151,0.5059437455223555,2.942679154270383,0.0032538545329953207,0.20242729642768967
SNCAIP,9.85001594166984,-2.228256541135933,0.7600533678438491,-2.9317106342902517,0.0033710068081775203,0.20837975205963588
PIDD1,65.87902070216575,1.3553071818718907,0.463470161573418,2.9242598429007978,0.003452763929611676,0.2120827464359577
LUZP2,49.68419772564527,-1.3971125788924488,0.47904841195793574,-2.9164329617172937,0.003540588007805449,0.21610947557076654
FMO5,22.367501937197744,1.6599694076298626,0.5704635646126707,2.909860525022202,0.003615900805198239,0.2193203384239629
RP11-308N19.1,56.51336510863867,-1.3773623133142492,0.4739743181971288,-2.905985114453808,0.00366098864757156,0.2193203384239629
COL5A2,7.336167781332006,-2.8666714080130045,0.9863362635042413,-2.9063834658459533,0.0036563306314009738,0.2193203384239629
GIPC2,37.01063177595423,1.5443508687100747,0.5340679323366246,2.8916749634326773,0.0038319416095695617,0.22708905889724
LPAR6,10.226600637260534,-2.438785422590441,0.8435136341708945,-2.89122229184543,0.0038374658072279602,0.22708905889724
GABRB1,48.33420418060069,-1.5715163151838607,0.5445189776144678,-2.886063442763112,0.0039009351356058186,0.2294459120669968
DOT1L,32.86895499647884,1.4402848050565316,0.5036396960679216,2.8597523513362866,0.0042397195038252015,0.24787034810014205
RNF128,28.74146581055628,1.6992349405316955,0.5954068486090113,2.8539056016931044,0.004318536141810284,0.2509664266842444
GPIHBP1,46.13284706824334,1.1945186949529252,0.41909753023306096,2.850216498027681,0.004368947946882545,0.25238476086008993
NUPR1,51.76617074344201,1.4589545187881645,0.5131563721344032,2.843099292950108,0.004467714936424452,0.255053961517643
SRPRB,80.80161380945516,1.4273809516931681,0.5020277424344064,2.843231222186224,0.004465865871619609,0.255053961517643
NKD1,23.819683322848686,-1.5700023072056641,0.5536758220514002,-2.8355984579364812,0.004573991396468185,0.2595940731153435
DLX6-AS1,10.71474434095547,-2.541910685897411,0.8980371997257761,-2.830518253223371,0.004647265937105825,0.2622192786023955
MPHOSPH8,220.77415890593912,0.8954356105434088,0.3174499729953295,2.8207140863627758,0.004791688867781305,0.2640026192316401
LINC00276,38.1696586637676,1.4705738690125065,0.5203116100003489,2.826332991131066,0.0047084289482517685,0.2640026192316401
CDKL1,78.82480914687427,1.2188043265896655,0.4316721711337676,2.82344892279836,0.0047509995450492025,0.2640026192316401
SEMA3A,18.349980655907803,1.8276998012065486,0.6483126060570608,2.819164372450418,0.004814885482122648,0.2640026192316401
CH17-189H20.1,241.94667342536297,1.196893646134599,0.4243659260635734,2.8204282498291224,0.004795959739263688,0.2640026192316401
DPYSL4,20.105909760698363,1.9915933522118967,0.7088747970383102,2.809513556600974,0.004961642948410243,0.2644882433576951
PDZRN3,27.538367519736635,-1.4920391121075516,0.5316957028188326,-2.8061899018505736,0.00501311383990289,0.2644882433576951
PREX2,108.89247149247733,-0.9901457176484945,0.35307454431873797,-2.804353170118774,0.005041764556535147,0.2644882433576951
GRIN2B,12.542078830648485,-2.0819652387860685,0.7411110559339399,-2.8092486572911795,0.00496572764461154,0.2644882433576951
CCP110,408.75968551721627,0.8696008989900014,0.30989106915438547,2.806150242931888,0.0050137309111849436,0.2644882433576951
LAMB2,16.93176045722551,2.3278064633772493,0.8269601951550744,2.8148954169925084,0.004879310990840969,0.2644882433576951
LINC00639,331.18347354816177,-0.9129133584652094,0.3253384506149866,-2.806042005608409,0.0050154153747890675,0.2644882433576951
AUTS2,880.9785306910845,-0.9084315423438211,0.32336790213878003,-2.8092817386493385,0.004965217370335913,0.2644882433576951
CREB5,711.9833842387242,-0.827927526641391,0.2967377045092643,-2.790098845074616,0.005269195217572543,0.27408999342182927
DDX56,37.84423394830028,1.5920831426376294,0.5707706537892852,2.7893570422164493,0.005281280656350549,0.27408999342182927
RPS6,209.6431857394327,-0.9681182902778374,0.34781591394912753,-2.7834214923801244,0.005378887825759604,0.27474792815261556
IFITM2,12.877407036004223,2.887589881856759,1.036667454178387,2.785454361683733,0.005345276400403406,0.27474792815261556
SF3B2,84.97649006889338,1.0107130323442572,0.3629520165294974,2.7847015206268066,0.00535770168359126,0.27474792815261556
NDUFB5,31.916065610779793,-1.3177574466239497,0.4740500371690477,-2.779785557012905,0.005439480557859731,0.27494874382306606
CABP1,12.89298754970828,2.792356938373444,1.0043240843193595,2.7803345373977093,0.005430292500655908,0.27494874382306606
PDZD4,27.80771519377102,2.2932949209157627,0.8267475223338446,2.7738757709753608,0.005539282640486906,0.27854268407215244
LMNA,79.97439359767812,1.1558244168055118,0.41876541647417,2.7600760983012185,0.005778789893533776,0.2890884325605428
LSS,168.1800568822158,1.0277100182554644,0.37282405451969747,2.7565550178339344,0.005841378476114324,0.2907209133881513
SELO,78.60809226927135,1.1221468088220934,0.40857405807507574,2.746495492417921,0.006023571374142462,0.29825898054108463
